Zipcode,Housing,Transportation,Food,Healthcare,Personal Insurance,Apparel,Services,Entertainment,Other,Monthly Expense,Income Adjustment Factor,City,State
92625,1800,600,500,340,1000,250,300,350,200,5340,0.9,NEWPORT BEACH,CA
92626,1600,600,500,340,1000,250,300,350,200,5140,0.8,COSTA MESA,CA
92627,2000,600,500,340,1000,250,300,350,200,5540,1,COSTA MESA,CA
92628,2200,600,500,340,1000,250,300,350,200,5740,1.1,COSTA MESA,CA
92629,2400,600,500,340,1000,250,300,350,200,5940,1.2,DANA POINT,CA
92630,1800,600,500,340,1000,250,300,350,200,5340,0.9,LAKE FOREST,CA
92637,1600,600,500,340,1000,250,300,350,200,5140,0.8,LAGUNA HILLS,CA
92646,2000,600,500,340,1000,250,300,350,200,5540,1,HUNTINGTON BEACH,CA
92647,2200,600,500,340,1000,250,300,350,200,5740,1.1,HUNTINGTON BEACH,CA
92648,2400,600,500,340,1000,250,300,350,200,5940,1.2,HUNTINGTON BEACH,CA
92648,1800,600,500,340,1000,250,300,350,200,5340,0.9,HUNTINGTON BEACH,CA
92649,1600,600,500,340,1000,250,300,350,200,5140,0.8,HUNTINGTON BEACH,CA
92650,2000,600,500,340,1000,250,300,350,200,5540,1,IRVINE,CA
92651,2200,600,500,340,1000,250,300,350,200,5740,1.1,LAGUNA NIGUEL,CA
92652,2400,600,500,340,1000,250,300,350,200,5940,1.2,LAGUNA BEACH,CA
92652,1800,600,500,340,1000,250,300,350,200,5340,0.9,LAGUNA BEACH,CA
92653,1600,600,500,340,1000,250,300,350,200,5140,0.8,LAGUNA HILLS,CA
92654,2000,600,500,340,1000,250,300,350,200,5540,1,LAGUNA HILLS,CA
92655,2200,600,500,340,1000,250,300,350,200,5740,1.1,MIDWAY CITY,CA
92655,2400,600,500,340,1000,250,300,350,200,5940,1.2,WESTMINSTER,CA
92656,1800,600,500,340,1000,250,300,350,200,5340,0.9,LAGUNA HILLS,CA
92657,1600,600,500,340,1000,250,300,350,200,5140,0.8,NEWPORT BEACH,CA
92658,2000,600,500,340,1000,250,300,350,200,5540,1,NEWPORT BEACH,CA
92659,2200,600,500,340,1000,250,300,350,200,5740,1.1,NEWPORT BEACH,CA
92660,2400,600,500,340,1000,250,300,350,200,5940,1.2,NEWPORT BEACH,CA
92661,1800,600,500,340,1000,250,300,350,200,5340,0.9,NEWPORT BEACH,CA
92661,1600,600,500,340,1000,250,300,350,200,5140,0.8,NEWPORT BEACH,CA
92662,2000,600,500,340,1000,250,300,350,200,5540,1,NEWPORT BEACH,CA
92662,2200,600,500,340,1000,250,300,350,200,5740,1.1,NEWPORT BEACH,CA
92663,2400,600,500,340,1000,250,300,350,200,5940,1.2,NEWPORT BEACH,CA
92672,1800,600,500,340,1000,250,300,350,200,5340,0.9,SAN CLEMENTE,CA
92673,1600,600,500,340,1000,250,300,350,200,5140,0.8,SAN CLEMENTE,CA
92674,2000,600,500,340,1000,250,300,350,200,5540,1,SAN CLEMENTE,CA
92674,2200,600,500,340,1000,250,300,350,200,5740,1.1,SAN CLEMENTE,CA
92675,2400,600,500,340,1000,250,300,350,200,5940,1.2,MISSION VIEJO,CA
92676,1800,600,500,340,1000,250,300,350,200,5340,0.9,IRVINE,CA
92676,1600,600,500,340,1000,250,300,350,200,5140,0.8,SILVERADO,CA
92677,2000,600,500,340,1000,250,300,350,200,5540,1,LAGUNA NIGUEL,CA
92678,2200,600,500,340,1000,250,300,350,200,5740,1.1,TRABUCO CANYON,CA
92679,2400,600,500,340,1000,250,300,350,200,5940,1.2,RANCHO SANTA MARGARITA,CA
92683,1800,600,500,340,1000,250,300,350,200,5340,0.9,WESTMINSTER,CA
92684,1600,600,500,340,1000,250,300,350,200,5140,0.8,WESTMINSTER,CA
92684,2000,600,500,340,1000,250,300,350,200,5540,1,WESTMINSTER,CA
92685,2200,600,500,340,1000,250,300,350,200,5740,1.1,WESTMINSTER,CA
92688,2400,600,500,340,1000,250,300,350,200,5940,1.2,RANCHO SANTA MARGARITA,CA
92688,1800,600,500,340,1000,250,300,350,200,5340,0.9,RANCHO SANTA MARGARITA,CA
92690,1600,600,500,340,1000,250,300,350,200,5140,0.8,MISSION VIEJO,CA
92691,2000,600,500,340,1000,250,300,350,200,5540,1,MISSION VIEJO,CA
92692,2200,600,500,340,1000,250,300,350,200,5740,1.1,MISSION VIEJO,CA
92693,2400,600,500,340,1000,250,300,350,200,5940,1.2,SAN JUAN CAPISTRANO,CA
92694,1800,600,500,340,1000,250,300,350,200,5340,0.9,MISSION VIEJO,CA
92701,1600,600,500,340,1000,250,300,350,200,5140,0.8,SANTA ANA,CA
92701,2000,600,500,340,1000,250,300,350,200,5540,1,SANTA ANA,CA
92702,2200,600,500,340,1000,250,300,350,200,5740,1.1,SANTA ANA,CA
92703,2400,600,500,340,1000,250,300,350,200,5940,1.2,SANTA ANA,CA
92704,1800,600,500,340,1000,250,300,350,200,5340,0.9,SANTA ANA,CA
92705,1600,600,500,340,1000,250,300,350,200,5140,0.8,SANTA ANA,CA
92706,2000,600,500,340,1000,250,300,350,200,5540,1,SANTA ANA,CA
92706,2200,600,500,340,1000,250,300,350,200,5740,1.1,SANTA ANA,CA
92707,2400,600,500,340,1000,250,300,350,200,5940,1.2,SANTA ANA,CA
92707,1800,600,500,340,1000,250,300,350,200,5340,0.9,SANTA ANA,CA
92708,1600,600,500,340,1000,250,300,350,200,5140,0.8,FOUNTAIN VALLEY,CA
92711,2000,600,500,340,1000,250,300,350,200,5540,1,SANTA ANA,CA
92728,2200,600,500,340,1000,250,300,350,200,5740,1.1,FOUNTAIN VALLEY,CA
92735,2400,600,500,340,1000,250,300,350,200,5940,1.2,SANTA ANA,CA
92780,1800,600,500,340,1000,250,300,350,200,5340,0.9,TUSTIN,CA
92781,1600,600,500,340,1000,250,300,350,200,5140,0.8,TUSTIN,CA
92782,2000,600,500,340,1000,250,300,350,200,5540,1,TUSTIN,CA
92799,2200,600,500,340,1000,250,300,350,200,5740,1.1,SANTA ANA,CA
92801,2400,600,500,340,1000,250,300,350,200,5940,1.2,ANAHEIM,CA
92802,1800,600,500,340,1000,250,300,350,200,5340,0.9,ANAHEIM,CA
92803,1600,600,500,340,1000,250,300,350,200,5140,0.8,ANAHEIM,CA
92804,2000,600,500,340,1000,250,300,350,200,5540,1,ANAHEIM,CA
92805,2200,600,500,340,1000,250,300,350,200,5740,1.1,ANAHEIM,CA
92806,2400,600,500,340,1000,250,300,350,200,5940,1.2,ANAHEIM,CA
92807,1800,600,500,340,1000,250,300,350,200,5340,0.9,ANAHEIM,CA
92808,1600,600,500,340,1000,250,300,350,200,5140,0.8,ANAHEIM,CA
92809,2000,600,500,340,1000,250,300,350,200,5540,1,ANAHEIM,CA
92811,2200,600,500,340,1000,250,300,350,200,5740,1.1,ATWOOD,CA
92812,2400,600,500,340,1000,250,300,350,200,5940,1.2,ANAHEIM,CA
92814,1800,600,500,340,1000,250,300,350,200,5340,0.9,ANAHEIM,CA
92815,1600,600,500,340,1000,250,300,350,200,5140,0.8,ANAHEIM,CA
92816,2000,600,500,340,1000,250,300,350,200,5540,1,ANAHEIM,CA
92817,2200,600,500,340,1000,250,300,350,200,5740,1.1,ANAHEIM,CA
92821,2400,600,500,340,1000,250,300,350,200,5940,1.2,BREA,CA
92822,1800,600,500,340,1000,250,300,350,200,5340,0.9,BREA,CA
92823,1600,600,500,340,1000,250,300,350,200,5140,0.8,BREA,CA
92831,2000,600,500,340,1000,250,300,350,200,5540,1,FULLERTON,CA
92832,2200,600,500,340,1000,250,300,350,200,5740,1.1,FULLERTON,CA
92833,2400,600,500,340,1000,250,300,350,200,5940,1.2,FULLERTON,CA
92834,1800,600,500,340,1000,250,300,350,200,5340,0.9,FULLERTON,CA
92835,1600,600,500,340,1000,250,300,350,200,5140,0.8,FULLERTON,CA
92836,2000,600,500,340,1000,250,300,350,200,5540,1,FULLERTON,CA
92837,2200,600,500,340,1000,250,300,350,200,5740,1.1,FULLERTON,CA
92838,2400,600,500,340,1000,250,300,350,200,5940,1.2,FULLERTON,CA
92840,1800,600,500,340,1000,250,300,350,200,5340,0.9,GARDEN GROVE,CA
92841,1600,600,500,340,1000,250,300,350,200,5140,0.8,GARDEN GROVE,CA
92842,2000,600,500,340,1000,250,300,350,200,5540,1,GARDEN GROVE,CA
92843,2200,600,500,340,1000,250,300,350,200,5740,1.1,GARDEN GROVE,CA
92844,2400,600,500,340,1000,250,300,350,200,5940,1.2,GARDEN GROVE,CA
92845,1800,600,500,340,1000,250,300,350,200,5340,0.9,GARDEN GROVE,CA
92846,1600,600,500,340,1000,250,300,350,200,5140,0.8,GARDEN GROVE,CA
92856,2000,600,500,340,1000,250,300,350,200,5540,1,ORANGE,CA
92857,2200,600,500,340,1000,250,300,350,200,5740,1.1,ORANGE,CA
92859,2400,600,500,340,1000,250,300,350,200,5940,1.2,ORANGE,CA
92860,1800,600,500,340,1000,250,300,350,200,5340,0.9,NORCO,CA
92861,1600,600,500,340,1000,250,300,350,200,5140,0.8,ORANGE,CA
92863,2000,600,500,340,1000,250,300,350,200,5540,1,ORANGE,CA
92865,2200,600,500,340,1000,250,300,350,200,5740,1.1,ORANGE,CA
92866,2400,600,500,340,1000,250,300,350,200,5940,1.2,ORANGE,CA
92867,1800,600,500,340,1000,250,300,350,200,5340,0.9,ORANGE,CA
92868,1600,600,500,340,1000,250,300,350,200,5140,0.8,ORANGE,CA
92869,2000,600,500,340,1000,250,300,350,200,5540,1,ORANGE,CA
92870,2200,600,500,340,1000,250,300,350,200,5740,1.1,PLACENTIA,CA
92871,2400,600,500,340,1000,250,300,350,200,5940,1.2,PLACENTIA,CA
92877,1800,600,500,340,1000,250,300,350,200,5340,0.9,CORONA,CA
92878,1600,600,500,340,1000,250,300,350,200,5140,0.8,CORONA,CA
92879,2000,600,500,340,1000,250,300,350,200,5540,1,CORONA,CA
92880,2200,600,500,340,1000,250,300,350,200,5740,1.1,NORCO,CA
92881,2400,600,500,340,1000,250,300,350,200,5940,1.2,CORONA,CA
92882,1800,600,500,340,1000,250,300,350,200,5340,0.9,CORONA,CA
92883,1600,600,500,340,1000,250,300,350,200,5140,0.8,CORONA,CA
92885,2000,600,500,340,1000,250,300,350,200,5540,1,YORBA LINDA,CA
92886,2200,600,500,340,1000,250,300,350,200,5740,1.1,YORBA LINDA,CA
92887,2400,600,500,340,1000,250,300,350,200,5940,1.2,YORBA LINDA,CA
93001,1800,600,500,340,1000,250,300,350,200,5340,0.9,OXNARD,CA
93002,1600,600,500,340,1000,250,300,350,200,5140,0.8,VENTURA,CA
93003,2000,600,500,340,1000,250,300,350,200,5540,1,VENTURA,CA
93004,2200,600,500,340,1000,250,300,350,200,5740,1.1,VENTURA,CA
93005,2400,600,500,340,1000,250,300,350,200,5940,1.2,VENTURA,CA
93006,1800,600,500,340,1000,250,300,350,200,5340,0.9,VENTURA,CA
93007,1600,600,500,340,1000,250,300,350,200,5140,0.8,VENTURA,CA
93010,2000,600,500,340,1000,250,300,350,200,5540,1,CAMARILLO,CA
93011,2200,600,500,340,1000,250,300,350,200,5740,1.1,CAMARILLO,CA
93012,2400,600,500,340,1000,250,300,350,200,5940,1.2,CAMARILLO,CA
93013,1800,600,500,340,1000,250,300,350,200,5340,0.9,CARPINTERIA,CA
93014,1600,600,500,340,1000,250,300,350,200,5140,0.8,CARPINTERIA,CA
93015,2000,600,500,340,1000,250,300,350,200,5540,1,FILLMORE,CA
93016,2200,600,500,340,1000,250,300,350,200,5740,1.1,FILLMORE,CA
93020,2400,600,500,340,1000,250,300,350,200,5940,1.2,MOORPARK,CA
93021,1800,600,500,340,1000,250,300,350,200,5340,0.9,MOORPARK,CA
93022,1600,600,500,340,1000,250,300,350,200,5140,0.8,OAK VIEW,CA
93023,2000,600,500,340,1000,250,300,350,200,5540,1,OJAI,CA
93024,2200,600,500,340,1000,250,300,350,200,5740,1.1,OJAI,CA
93030,2400,600,500,340,1000,250,300,350,200,5940,1.2,OXNARD,CA
93031,1800,600,500,340,1000,250,300,350,200,5340,0.9,OXNARD,CA
93032,1600,600,500,340,1000,250,300,350,200,5140,0.8,OXNARD,CA
93033,2000,600,500,340,1000,250,300,350,200,5540,1,OXNARD,CA
93034,2200,600,500,340,1000,250,300,350,200,5740,1.1,OXNARD,CA
93035,2400,600,500,340,1000,250,300,350,200,5940,1.2,OXNARD,CA
93036,1800,600,500,340,1000,250,300,350,200,5340,0.9,OXNARD,CA
93040,1600,600,500,340,1000,250,300,350,200,5140,0.8,PIRU,CA
93041,2000,600,500,340,1000,250,300,350,200,5540,1,OXNARD,CA
93044,2200,600,500,340,1000,250,300,350,200,5740,1.1,PORT HUENEME,CA
93060,2400,600,500,340,1000,250,300,350,200,5940,1.2,SANTA PAULA,CA
93061,1800,600,500,340,1000,250,300,350,200,5340,0.9,SANTA PAULA,CA
93062,1600,600,500,340,1000,250,300,350,200,5140,0.8,SIMI VALLEY,CA
93063,2000,600,500,340,1000,250,300,350,200,5540,1,SIMI VALLEY,CA
93065,2200,600,500,340,1000,250,300,350,200,5740,1.1,SIMI VALLEY,CA
93066,2400,600,500,340,1000,250,300,350,200,5940,1.2,CAMARILLO,CA
93066,1800,600,500,340,1000,250,300,350,200,5340,0.9,SOMIS,CA
93067,1600,600,500,340,1000,250,300,350,200,5140,0.8,SUMMERLAND,CA
93094,2000,600,500,340,1000,250,300,350,200,5540,1,SIMI VALLEY,CA
93101,2200,600,500,340,1000,250,300,350,200,5740,1.1,SANTA BARBARA,CA
93102,2400,600,500,340,1000,250,300,350,200,5940,1.2,SANTA BARBARA,CA
93103,1800,600,500,340,1000,250,300,350,200,5340,0.9,SANTA BARBARA,CA
93105,1600,600,500,340,1000,250,300,350,200,5140,0.8,SANTA BARBARA,CA
93108,2000,600,500,340,1000,250,300,350,200,5540,1,SANTA BARBARA,CA
93109,2200,600,500,340,1000,250,300,350,200,5740,1.1,SANTA BARBARA,CA
93110,2400,600,500,340,1000,250,300,350,200,5940,1.2,SANTA BARBARA,CA
93111,1800,600,500,340,1000,250,300,350,200,5340,0.9,SANTA BARBARA,CA
93116,1600,600,500,340,1000,250,300,350,200,5140,0.8,SANTA BARBARA,CA
93117,2000,600,500,340,1000,250,300,350,200,5540,1,SANTA BARBARA,CA
93118,2200,600,500,340,1000,250,300,350,200,5740,1.1,GOLETA,CA
93120,2400,600,500,340,1000,250,300,350,200,5940,1.2,SANTA BARBARA,CA
93121,1800,600,500,340,1000,250,300,350,200,5340,0.9,SANTA BARBARA,CA
93130,1600,600,500,340,1000,250,300,350,200,5140,0.8,SANTA BARBARA,CA
93140,2000,600,500,340,1000,250,300,350,200,5540,1,SANTA BARBARA,CA
93150,2200,600,500,340,1000,250,300,350,200,5740,1.1,SANTA BARBARA,CA
93160,2400,600,500,340,1000,250,300,350,200,5940,1.2,SANTA BARBARA,CA
93190,1800,600,500,340,1000,250,300,350,200,5340,0.9,SANTA BARBARA,CA
93201,1600,600,500,340,1000,250,300,350,200,5140,0.8,ALPAUGH,CA
93202,2000,600,500,340,1000,250,300,350,200,5540,1,ARMONA,CA
93203,2200,600,500,340,1000,250,300,350,200,5740,1.1,ARVIN,CA
93204,2400,600,500,340,1000,250,300,350,200,5940,1.2,AVENAL,CA
93205,1800,600,500,340,1000,250,300,350,200,5340,0.9,BODFISH,CA
93206,1600,600,500,340,1000,250,300,350,200,5140,0.8,BUTTONWILLOW,CA
93207,2000,600,500,340,1000,250,300,350,200,5540,1,CALIFORNIA HOT SPRINGS,CA
93210,2200,600,500,340,1000,250,300,350,200,5740,1.1,COALINGA,CA
93212,2400,600,500,340,1000,250,300,350,200,5940,1.2,CORCORAN,CA
93215,1800,600,500,340,1000,250,300,350,200,5340,0.9,DELANO,CA
93216,1600,600,500,340,1000,250,300,350,200,5140,0.8,DELANO,CA
93218,2000,600,500,340,1000,250,300,350,200,5540,1,DUCOR,CA
93219,2200,600,500,340,1000,250,300,350,200,5740,1.1,EARLIMART,CA
93220,2400,600,500,340,1000,250,300,350,200,5940,1.2,EDISON,CA
93221,1800,600,500,340,1000,250,300,350,200,5340,0.9,EXETER,CA
93222,1600,600,500,340,1000,250,300,350,200,5140,0.8,PINE MOUNTAIN CLUB,CA
93223,2000,600,500,340,1000,250,300,350,200,5540,1,FARMERSVILLE,CA
93224,2200,600,500,340,1000,250,300,350,200,5740,1.1,FELLOWS,CA
93225,2400,600,500,340,1000,250,300,350,200,5940,1.2,FRAZIER PARK,CA
93226,1800,600,500,340,1000,250,300,350,200,5340,0.9,GLENNVILLE,CA
93227,1600,600,500,340,1000,250,300,350,200,5140,0.8,GOSHEN,CA
93230,2000,600,500,340,1000,250,300,350,200,5540,1,HANFORD,CA
93232,2200,600,500,340,1000,250,300,350,200,5740,1.1,HANFORD,CA
93234,2400,600,500,340,1000,250,300,350,200,5940,1.2,HURON,CA
93235,1800,600,500,340,1000,250,300,350,200,5340,0.9,IVANHOE,CA
93237,1600,600,500,340,1000,250,300,350,200,5140,0.8,THREE RIVERS,CA
93238,2000,600,500,340,1000,250,300,350,200,5540,1,KERNVILLE,CA
93239,2200,600,500,340,1000,250,300,350,200,5740,1.1,KETTLEMAN CITY,CA
93240,2400,600,500,340,1000,250,300,350,200,5940,1.2,MOUNTAIN MESA,CA
93241,1800,600,500,340,1000,250,300,350,200,5340,0.9,LAMONT,CA
93242,1600,600,500,340,1000,250,300,350,200,5140,0.8,LATON,CA
93243,2000,600,500,340,1000,250,300,350,200,5540,1,LEBEC,CA
93243,2200,600,500,340,1000,250,300,350,200,5740,1.1,LEBEC,CA
93244,2400,600,500,340,1000,250,300,350,200,5940,1.2,LEMON COVE,CA
93245,1800,600,500,340,1000,250,300,350,200,5340,0.9,LEMOORE,CA
93245,1600,600,500,340,1000,250,300,350,200,5140,0.8,LEMOORE,CA
93247,2000,600,500,340,1000,250,300,350,200,5540,1,LINDSAY,CA
93249,2200,600,500,340,1000,250,300,350,200,5740,1.1,LOST HILLS,CA
93250,2400,600,500,340,1000,250,300,350,200,5940,1.2,MC FARLAND,CA
93251,1800,600,500,340,1000,250,300,350,200,5340,0.9,MC KITTRICK,CA
93252,1600,600,500,340,1000,250,300,350,200,5140,0.8,MARICOPA,CA
93254,2000,600,500,340,1000,250,300,350,200,5540,1,NEW CUYAMA,CA
93255,2200,600,500,340,1000,250,300,350,200,5740,1.1,ONYX,CA
93256,2400,600,500,340,1000,250,300,350,200,5940,1.2,PIXLEY,CA
93257,1800,600,500,340,1000,250,300,350,200,5340,0.9,PORTERVILLE,CA
93258,1600,600,500,340,1000,250,300,350,200,5140,0.8,PORTERVILLE,CA
93258,2000,600,500,340,1000,250,300,350,200,5540,1,PORTERVILLE,CA
93258,2200,600,500,340,1000,250,300,350,200,5740,1.1,PORTERVILLE,CA
93260,2400,600,500,340,1000,250,300,350,200,5940,1.2,POSEY,CA
93261,1800,600,500,340,1000,250,300,350,200,5340,0.9,RICHGROVE,CA
93262,1600,600,500,340,1000,250,300,350,200,5140,0.8,THREE RIVERS,CA
93263,2000,600,500,340,1000,250,300,350,200,5540,1,SHAFTER,CA
93265,2200,600,500,340,1000,250,300,350,200,5740,1.1,SPRINGVILLE,CA
93266,2400,600,500,340,1000,250,300,350,200,5940,1.2,STRATFORD,CA
93267,1800,600,500,340,1000,250,300,350,200,5340,0.9,STRATHMORE,CA
93268,1600,600,500,340,1000,250,300,350,200,5140,0.8,TAFT,CA
93270,2000,600,500,340,1000,250,300,350,200,5540,1,TERRA BELLA,CA
93271,2200,600,500,340,1000,250,300,350,200,5740,1.1,THREE RIVERS,CA
93272,2400,600,500,340,1000,250,300,350,200,5940,1.2,TIPTON,CA
93274,1800,600,500,340,1000,250,300,350,200,5340,0.9,TULARE,CA
93275,1600,600,500,340,1000,250,300,350,200,5140,0.8,TULARE,CA
93276,2000,600,500,340,1000,250,300,350,200,5540,1,TUPMAN,CA
93277,2200,600,500,340,1000,250,300,350,200,5740,1.1,VISALIA,CA
93278,2400,600,500,340,1000,250,300,350,200,5940,1.2,VISALIA,CA
93279,1800,600,500,340,1000,250,300,350,200,5340,0.9,VISALIA,CA
93280,1600,600,500,340,1000,250,300,350,200,5140,0.8,WASCO,CA
93283,2000,600,500,340,1000,250,300,350,200,5540,1,WELDON,CA
93285,2200,600,500,340,1000,250,300,350,200,5740,1.1,WOFFORD HEIGHTS,CA
93286,2400,600,500,340,1000,250,300,350,200,5940,1.2,WOODLAKE,CA
93287,1800,600,500,340,1000,250,300,350,200,5340,0.9,WOODY,CA
93290,1600,600,500,340,1000,250,300,350,200,5140,0.8,VISALIA,CA
93291,2000,600,500,340,1000,250,300,350,200,5540,1,VISALIA,CA
93292,2200,600,500,340,1000,250,300,350,200,5740,1.1,VISALIA,CA
93301,2400,600,500,340,1000,250,300,350,200,5940,1.2,BAKERSFIELD,CA
93302,1800,600,500,340,1000,250,300,350,200,5340,0.9,BAKERSFIELD,CA
93303,1600,600,500,340,1000,250,300,350,200,5140,0.8,BAKERSFIELD,CA
93304,2000,600,500,340,1000,250,300,350,200,5540,1,BAKERSFIELD,CA
93305,2200,600,500,340,1000,250,300,350,200,5740,1.1,BAKERSFIELD,CA
93306,2400,600,500,340,1000,250,300,350,200,5940,1.2,BAKERSFIELD,CA
93307,1800,600,500,340,1000,250,300,350,200,5340,0.9,BAKERSFIELD,CA
93308,1600,600,500,340,1000,250,300,350,200,5140,0.8,BAKERSFIELD,CA
93309,2000,600,500,340,1000,250,300,350,200,5540,1,BAKERSFIELD,CA
93311,2200,600,500,340,1000,250,300,350,200,5740,1.1,BAKERSFIELD,CA
93312,2400,600,500,340,1000,250,300,350,200,5940,1.2,BAKERSFIELD,CA
93313,1800,600,500,340,1000,250,300,350,200,5340,0.9,BAKERSFIELD,CA
93314,1600,600,500,340,1000,250,300,350,200,5140,0.8,BAKERSFIELD,CA
93380,2000,600,500,340,1000,250,300,350,200,5540,1,BAKERSFIELD,CA
93383,2200,600,500,340,1000,250,300,350,200,5740,1.1,BAKERSFIELD,CA
93384,2400,600,500,340,1000,250,300,350,200,5940,1.2,BAKERSFIELD,CA
93385,1800,600,500,340,1000,250,300,350,200,5340,0.9,BAKERSFIELD,CA
93386,1600,600,500,340,1000,250,300,350,200,5140,0.8,BAKERSFIELD,CA
93387,2000,600,500,340,1000,250,300,350,200,5540,1,BAKERSFIELD,CA
93388,2200,600,500,340,1000,250,300,350,200,5740,1.1,BAKERSFIELD,CA
93389,2400,600,500,340,1000,250,300,350,200,5940,1.2,BAKERSFIELD,CA
93390,1800,600,500,340,1000,250,300,350,200,5340,0.9,BAKERSFIELD,CA
93401,1600,600,500,340,1000,250,300,350,200,5140,0.8,SAN LUIS OBISPO,CA
93402,2000,600,500,340,1000,250,300,350,200,5540,1,LOS OSOS,CA
93403,2200,600,500,340,1000,250,300,350,200,5740,1.1,SAN LUIS OBISPO,CA
93405,2400,600,500,340,1000,250,300,350,200,5940,1.2,SAN LUIS OBISPO,CA
93406,1800,600,500,340,1000,250,300,350,200,5340,0.9,SAN LUIS OBISPO,CA
93412,1600,600,500,340,1000,250,300,350,200,5140,0.8,LOS OSOS,CA
93420,2000,600,500,340,1000,250,300,350,200,5540,1,PISMO BEACH,CA
93421,2200,600,500,340,1000,250,300,350,200,5740,1.1,ARROYO GRANDE,CA
93422,2400,600,500,340,1000,250,300,350,200,5940,1.2,ATASCADERO,CA
93423,1800,600,500,340,1000,250,300,350,200,5340,0.9,ATASCADERO,CA
93424,1600,600,500,340,1000,250,300,350,200,5140,0.8,AVILA BEACH,CA
93426,2000,600,500,340,1000,250,300,350,200,5540,1,BRADLEY,CA
93427,2200,600,500,340,1000,250,300,350,200,5740,1.1,BUELLTON,CA
93428,2400,600,500,340,1000,250,300,350,200,5940,1.2,CAMBRIA,CA
93429,1800,600,500,340,1000,250,300,350,200,5340,0.9,CASMALIA,CA
93430,1600,600,500,340,1000,250,300,350,200,5140,0.8,CAYUCOS,CA
93432,2000,600,500,340,1000,250,300,350,200,5540,1,CRESTON,CA
93433,2200,600,500,340,1000,250,300,350,200,5740,1.1,PISMO BEACH,CA
93434,2400,600,500,340,1000,250,300,350,200,5940,1.2,GUADALUPE,CA
93436,1800,600,500,340,1000,250,300,350,200,5340,0.9,LOMPOC,CA
93437,1600,600,500,340,1000,250,300,350,200,5140,0.8,LOMPOC,CA
93437,2000,600,500,340,1000,250,300,350,200,5540,1,LOMPOC,CA
93438,2200,600,500,340,1000,250,300,350,200,5740,1.1,LOMPOC,CA
93440,2400,600,500,340,1000,250,300,350,200,5940,1.2,LOS ALAMOS,CA
93441,1800,600,500,340,1000,250,300,350,200,5340,0.9,LOS OLIVOS,CA
93442,1600,600,500,340,1000,250,300,350,200,5140,0.8,MORRO BAY,CA
93443,2000,600,500,340,1000,250,300,350,200,5540,1,MORRO BAY,CA
93444,2200,600,500,340,1000,250,300,350,200,5740,1.1,NIPOMO,CA
93445,2400,600,500,340,1000,250,300,350,200,5940,1.2,PISMO BEACH,CA
93446,1800,600,500,340,1000,250,300,350,200,5340,0.9,PASO ROBLES,CA
93447,1600,600,500,340,1000,250,300,350,200,5140,0.8,PASO ROBLES,CA
93448,2000,600,500,340,1000,250,300,350,200,5540,1,PISMO BEACH,CA
93448,2200,600,500,340,1000,250,300,350,200,5740,1.1,PISMO BEACH,CA
93449,2400,600,500,340,1000,250,300,350,200,5940,1.2,PISMO BEACH,CA
93450,1800,600,500,340,1000,250,300,350,200,5340,0.9,SAN ARDO,CA
93451,1600,600,500,340,1000,250,300,350,200,5140,0.8,SAN MIGUEL,CA
93452,2000,600,500,340,1000,250,300,350,200,5540,1,CAMBRIA,CA
93452,2200,600,500,340,1000,250,300,350,200,5740,1.1,SAN SIMEON,CA
93453,2400,600,500,340,1000,250,300,350,200,5940,1.2,SANTA MARGARITA,CA
93454,1800,600,500,340,1000,250,300,350,200,5340,0.9,SANTA MARIA,CA
93455,1600,600,500,340,1000,250,300,350,200,5140,0.8,SANTA MARIA,CA
93456,2000,600,500,340,1000,250,300,350,200,5540,1,SANTA MARIA,CA
93457,2200,600,500,340,1000,250,300,350,200,5740,1.1,SANTA MARIA,CA
93458,2400,600,500,340,1000,250,300,350,200,5940,1.2,SANTA MARIA,CA
93460,1800,600,500,340,1000,250,300,350,200,5340,0.9,SANTA YNEZ,CA
93461,1600,600,500,340,1000,250,300,350,200,5140,0.8,SHANDON,CA
93463,2000,600,500,340,1000,250,300,350,200,5540,1,SOLVANG,CA
93464,2200,600,500,340,1000,250,300,350,200,5740,1.1,SOLVANG,CA
93465,2400,600,500,340,1000,250,300,350,200,5940,1.2,TEMPLETON,CA
93475,1800,600,500,340,1000,250,300,350,200,5340,0.9,OCEANO,CA
93483,1600,600,500,340,1000,250,300,350,200,5140,0.8,GROVER BEACH,CA
93501,2000,600,500,340,1000,250,300,350,200,5540,1,MOJAVE,CA
93502,2200,600,500,340,1000,250,300,350,200,5740,1.1,MOJAVE,CA
93504,2400,600,500,340,1000,250,300,350,200,5940,1.2,CALIFORNIA CITY,CA
93505,1800,600,500,340,1000,250,300,350,200,5340,0.9,CALIFORNIA CITY,CA
93510,1600,600,500,340,1000,250,300,350,200,5140,0.8,ACTON,CA
93512,2000,600,500,340,1000,250,300,350,200,5540,1,BENTON,CA
93513,2200,600,500,340,1000,250,300,350,200,5740,1.1,BIG PINE,CA
93514,2400,600,500,340,1000,250,300,350,200,5940,1.2,BISHOP,CA
93515,1800,600,500,340,1000,250,300,350,200,5340,0.9,BISHOP,CA
93516,1600,600,500,340,1000,250,300,350,200,5140,0.8,BORON,CA
93517,2000,600,500,340,1000,250,300,350,200,5540,1,BRIDGEPORT,CA
93518,2200,600,500,340,1000,250,300,350,200,5740,1.1,CALIENTE,CA
